Category,A,B,C,D,E,F,F.1,F.2,F.3,F.4,F.5,F.6,F.7,F.8,F.9,G,G.1,G.2,G.3,G.4,G.5,G.6,G.7,G.8,G.9,H,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,I,I.1,I.2,I.3,I.4,I.5,I.6,I.7,I.8,I.9,J,J.1,J.2,J.3,J.4,J.5,J.6,J.7,J.8,J.9,Selected,No,t-SNE-x,t-SNE-y
Octopus,-0.25375286,-0.414593045,-0.334354405,-0.698177631,-0.708027722,0.896333,0.082,0.0133333,0.004,0.002,0.00133333,0.000333333,0.0,0.000333333,0.000333333,0.0376667,0.0676667,0.102333,0.206,0.251667,0.121667,0.111667,0.0636667,0.0236667,0.014,0.0343333,0.0986667,0.199667,0.213333,0.176333,0.159667,0.0873333,0.0236667,0.00633333,0.000666667,0.0146667,0.065,0.136333,0.193667,0.201,0.177333,0.113333,0.0673333,0.025,0.00633333,0.00666667,0.0506667,0.175333,0.210333,0.0483333,0.0606667,0.201667,0.184667,0.0546667,0.007,No,136,0.15578768913589786,-7.37297522466986
Octopus,-0.58959939,-0.395998946,-0.530101604,0.53844062,-0.729415198,0.920667,0.059,0.0123333,0.004,0.002,0.000666667,0.000666667,0.0,0.0,0.000666667,0.0276667,0.113333,0.216667,0.218667,0.144667,0.0856667,0.088,0.0623333,0.023,0.02,0.05,0.138,0.201,0.214667,0.162,0.127333,0.0773333,0.0203333,0.006,0.00333333,0.0343333,0.132,0.209667,0.224,0.174333,0.120667,0.0636667,0.026,0.0123333,0.003,0.00266667,0.0303333,0.125667,0.239,0.09,0.0883333,0.239667,0.144667,0.0346667,0.005,No,137,2.0892010488072836,-6.164029701306704
Octopus,-0.244476127,-0.526454231,-0.271746078,1.446997335,-0.675468638,0.967,0.026,0.003,0.00166667,0.001,0.001,0.0,0.0,0.0,0.000333333,0.0656667,0.179667,0.218333,0.11,0.101,0.079,0.0626667,0.09,0.0773333,0.0163333,0.0383333,0.116,0.208333,0.218667,0.173,0.122,0.0733333,0.0316667,0.015,0.00366667,0.0146667,0.0696667,0.151333,0.23,0.204,0.167,0.0903333,0.046,0.0203333,0.00666667,0.00866667,0.061,0.188,0.188,0.0383333,0.0886667,0.228333,0.156667,0.039,0.00333333,No,138,0.9543680286525695,-4.0869255301256375
Octopus,-0.648569314,-0.029889511,-0.592846718,-0.002579865,-0.246569233,0.978,0.0176667,0.002,0.001,0.000666667,0.000333333,0.0,0.0,0.0,0.000333333,0.0483333,0.111333,0.238667,0.131667,0.106,0.124667,0.112,0.0876667,0.0286667,0.011,0.0473333,0.131333,0.206333,0.215,0.161333,0.110667,0.0686667,0.0393333,0.015,0.005,0.053,0.168667,0.226,0.215,0.165,0.0986667,0.047,0.0146667,0.009,0.003,0.00533333,0.0323333,0.143333,0.261,0.0793333,0.0923333,0.225667,0.126667,0.031,0.003,No,139,7.531791285447225,-2.2294329180094654
Octopus,-0.603595824,-0.1940801,-0.563003392,-0.343288633,-0.549262487,0.941667,0.0423333,0.00833333,0.00266667,0.00233333,0.001,0.001,0.0,0.000333333,0.000333333,0.0653333,0.142,0.199667,0.136,0.088,0.0916667,0.094,0.0833333,0.072,0.028,0.053,0.116667,0.231,0.221,0.170333,0.111667,0.06,0.0246667,0.00866667,0.003,0.0293333,0.132,0.211333,0.236,0.203667,0.110333,0.053,0.0176667,0.00466667,0.002,0.00733333,0.0556667,0.162667,0.205333,0.0673333,0.0403333,0.185,0.191333,0.073,0.012,No,140,1.7103559886955182,-5.375951442344157
Table,0.578113936,2.328346839,-0.358780059,1.576407902,-0.566080904,0.873,0.097,0.0166667,0.007,0.003,0.00166667,0.000333333,0.000666667,0.000333333,0.000333333,0.0196667,0.054,0.074,0.0856667,0.130667,0.192333,0.144,0.14,0.115333,0.0443333,0.0416667,0.0996667,0.139667,0.159667,0.176,0.154,0.113333,0.0716667,0.0333333,0.011,0.024,0.091,0.144333,0.166667,0.179333,0.148333,0.124667,0.0776667,0.0373333,0.00666667,0.015,0.0686667,0.128,0.209333,0.0803333,0.0876667,0.218333,0.120333,0.0606667,0.0116667,No,141,-5.465104011862878,-7.130454797254764
Table,-0.274068754,3.503137129,-0.591729628,-0.714401858,2.452259655,0.983667,0.012,0.00233333,0.00166667,0.0,0.0,0.0,0.0,0.0,0.000333333,0.023,0.0486667,0.088,0.118667,0.161,0.171333,0.126333,0.101333,0.120333,0.0413333,0.0613333,0.142333,0.176333,0.171667,0.161333,0.114333,0.0763333,0.056,0.032,0.00833333,0.0236667,0.103333,0.173,0.176333,0.158667,0.145333,0.116667,0.0646667,0.0303333,0.008,0.005,0.0386667,0.106333,0.237333,0.100333,0.067,0.211,0.157,0.0613333,0.016,No,142,-7.584695405448702,-6.685450581389961
Table,-0.338089564,3.270507452,-0.601883889,-0.714912857,4.203980777,0.998667,0.000333333,0.000333333,0.0,0.0,0.000333333,0.0,0.0,0.0,0.000333333,0.024,0.0636667,0.0916667,0.125333,0.157667,0.196667,0.114667,0.091,0.0796667,0.0556667,0.0686667,0.140333,0.205,0.192,0.163333,0.105333,0.0636667,0.038,0.0193333,0.00433333,0.0266667,0.12,0.177667,0.190333,0.166333,0.137667,0.097,0.0576667,0.022,0.00466667,0.00866667,0.0353333,0.165,0.228333,0.084,0.109,0.245,0.101333,0.019,0.00433333,No,143,-7.586355434521126,-7.082645169948382
Table,0.319367158,3.53028813,-0.483530071,-0.682719903,1.230616181,0.979333,0.0166667,0.00166667,0.001,0.000666667,0.0,0.0,0.000333333,0.0,0.000333333,0.0143333,0.038,0.0606667,0.0723333,0.0976667,0.108667,0.134,0.212333,0.175,0.087,0.0493333,0.104333,0.148333,0.158667,0.156333,0.150333,0.116333,0.076,0.0346667,0.00566667,0.0213333,0.109333,0.17,0.185667,0.176333,0.141667,0.106,0.055,0.027,0.00766667,0.003,0.0263333,0.0873333,0.276667,0.109667,0.129,0.242,0.095,0.0273333,0.00366667,No,144,-8.336649444648108,-5.994991617877199
Table,0.893841178,1.890029996,-0.321680279,2.029408761,-0.752539371,0.982333,0.0133333,0.002,0.00166667,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.0326667,0.0673333,0.100333,0.105667,0.152667,0.348667,0.0626667,0.0526667,0.0423333,0.035,0.0356667,0.0783333,0.106667,0.13,0.145,0.182667,0.149,0.108667,0.0506667,0.0133333,0.0206667,0.087,0.115333,0.155667,0.153333,0.147,0.130667,0.109,0.0653333,0.016,0.00433333,0.049,0.129,0.180333,0.135,0.062,0.203,0.146333,0.0776667,0.0133333,No,145,-7.232262115201047,-4.410367357477255
Table,1.413815707,0.729800498,0.043044572,1.325507256,-0.743380434,0.983667,0.013,0.001,0.001,0.0,0.000333333,0.0,0.000666667,0.0,0.000333333,0.0116667,0.0406667,0.0773333,0.125,0.175667,0.169667,0.185333,0.146667,0.0326667,0.0353333,0.0303333,0.0726667,0.124,0.163333,0.170667,0.180667,0.135,0.0836667,0.031,0.00866667,0.0153333,0.0763333,0.127,0.175667,0.177667,0.168,0.139,0.0796667,0.0333333,0.008,0.0126667,0.0713333,0.151667,0.196,0.0653333,0.0453333,0.197667,0.162667,0.0783333,0.019,No,146,-7.3476010520631805,-3.9164826704673303
Table,0.907018422,0.493276735,-0.079559246,0.29047822,-0.469428628,0.986667,0.009,0.002,0.0,0.000666667,0.000666667,0.000333333,0.000333333,0.0,0.000333333,0.0103333,0.0333333,0.056,0.0696667,0.094,0.116,0.14,0.237333,0.199333,0.044,0.0276667,0.0763333,0.112333,0.143,0.147667,0.138,0.139667,0.105,0.0763333,0.034,0.0216667,0.082,0.147333,0.168667,0.163,0.139667,0.126667,0.0823333,0.0543333,0.0143333,0.015,0.056,0.145,0.206,0.0793333,0.063,0.215667,0.149,0.0586667,0.0123333,No,147,-9.321597900316087,-4.505869574445805
Table,0.870318744,1.587333652,-0.249963538,-0.693578638,-0.202984759,0.963333,0.0246667,0.008,0.00133333,0.001,0.000333333,0.000333333,0.000333333,0.000333333,0.000333333,0.00533333,0.023,0.0353333,0.0486667,0.0646667,0.0753333,0.0853333,0.14,0.249,0.273333,0.0283333,0.075,0.121,0.138667,0.127667,0.149,0.135,0.118,0.0816667,0.0256667,0.02,0.091,0.154333,0.167333,0.186333,0.154667,0.111,0.0773333,0.0323333,0.00566667,0.0213333,0.0846667,0.166667,0.176667,0.047,0.076,0.190667,0.153,0.0703333,0.0136667,No,148,-9.810490616011188,-4.19786522497043
Table,0.708166082,1.293777316,-0.274284109,-0.690512642,0.198377799,0.999,0.000333333,0.0,0.0,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.0146667,0.0243333,0.0463333,0.067,0.0766667,0.0996667,0.099,0.134,0.189333,0.249,0.0316667,0.076,0.127333,0.144333,0.152,0.15,0.122667,0.11,0.06,0.026,0.0186667,0.0893333,0.171667,0.171667,0.176667,0.154333,0.117667,0.0653333,0.0296667,0.005,0.0133333,0.0463333,0.17,0.203,0.073,0.0953333,0.231333,0.127,0.0336667,0.007,No,149,-9.528538442239842,-4.74318647748873
Table,0.411830219,1.605358097,-0.417420152,2.017783527,-0.733270598,0.973,0.02,0.003,0.00133333,0.001,0.000333333,0.001,0.0,0.0,0.000333333,0.129,0.191333,0.200667,0.243,0.115333,0.0256667,0.0256667,0.024,0.022,0.0233333,0.0443333,0.108333,0.169667,0.188333,0.185667,0.113333,0.083,0.058,0.04,0.00933333,0.0143333,0.11,0.170667,0.199667,0.191667,0.149333,0.085,0.0463333,0.0256667,0.00733333,0.007,0.0486667,0.125,0.201333,0.115,0.0796667,0.2,0.149333,0.0623333,0.0116667,No,150,8.751819607977177,0.7771693116720078
Table,1.604242101,1.684981756,-0.014238342,4.290197313,-0.426884623,0.982,0.0126667,0.00233333,0.000666667,0.001,0.000333333,0.0,0.000666667,0.0,0.000333333,0.0126667,0.041,0.0696667,0.0976667,0.114333,0.159667,0.169,0.135,0.140333,0.0606667,0.0373333,0.0993333,0.141333,0.151,0.152,0.16,0.143333,0.0693333,0.032,0.0143333,0.026,0.116667,0.159333,0.163667,0.169,0.15,0.106333,0.0633333,0.033,0.0126667,0.0103333,0.0513333,0.128667,0.229667,0.0906667,0.109333,0.217,0.120333,0.037,0.00566667,No,151,-7.821057186644207,-5.368752492740644
Table,-0.195949696,0.83658861,-0.468494241,0.377859097,-0.287553745,0.999667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.0186667,0.0736667,0.124333,0.133,0.12,0.105,0.104,0.141333,0.140333,0.0396667,0.063,0.141667,0.176,0.165333,0.132333,0.104333,0.08,0.0653333,0.0563333,0.0156667,0.0246667,0.116,0.178333,0.209333,0.171667,0.129,0.0933333,0.052,0.0196667,0.006,0.00733333,0.035,0.102333,0.23,0.0973333,0.109,0.260667,0.106667,0.0446667,0.007,No,152,-8.291930368921916,-6.522283922405925
Table,0.639014806,2.387619016,-0.338409911,2.189734784,-0.111855346,0.982,0.0143333,0.002,0.00133333,0.0,0.0,0.0,0.0,0.0,0.000333333,0.0166667,0.044,0.0703333,0.096,0.113333,0.150667,0.185,0.183,0.107667,0.0333333,0.0373333,0.098,0.138667,0.160667,0.170333,0.166667,0.109667,0.0746667,0.035,0.009,0.0266667,0.100667,0.185,0.168333,0.184333,0.143,0.0956667,0.0586667,0.0296667,0.008,0.0126667,0.0453333,0.104667,0.231667,0.0883333,0.0876667,0.226333,0.133667,0.053,0.0166667,No,153,-7.912491057752706,-5.545146744781101
Table,1.35335954,1.013954531,0.002835037,3.28812773,-0.44916054,0.997333,0.002,0.000333333,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.0123333,0.0426667,0.0556667,0.0823333,0.108,0.126333,0.171667,0.154333,0.158333,0.0883333,0.0343333,0.0953333,0.133667,0.152667,0.153667,0.146,0.153667,0.0756667,0.0416667,0.0133333,0.0196667,0.0966667,0.17,0.175333,0.176333,0.154333,0.0973333,0.067,0.0363333,0.007,0.00466667,0.04,0.121667,0.218,0.113333,0.068,0.226,0.148333,0.0523333,0.00766667,No,154,-8.379544869279588,-5.317982624467121
Table,0.443287087,2.107325443,-0.395174533,-0.698177631,-0.633220457,0.981333,0.0126667,0.00366667,0.001,0.000333333,0.000333333,0.000333333,0.0,0.0,0.000333333,0.0123333,0.041,0.0623333,0.107333,0.122,0.148667,0.179,0.157333,0.114667,0.0553333,0.028,0.079,0.117333,0.166667,0.185667,0.174667,0.13,0.078,0.033,0.00766667,0.017,0.078,0.136667,0.158667,0.179333,0.184667,0.128,0.08,0.0333333,0.00433333,0.0163333,0.0783333,0.157,0.212333,0.0626667,0.114333,0.188333,0.114333,0.0496667,0.00666667,No,155,-7.923798699587172,-4.970401702167937
Table,0.007197537,2.559268228,-0.510404703,1.206316675,-0.190217345,0.999667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.0383333,0.072,0.118,0.152,0.139,0.116667,0.118,0.135667,0.078,0.0323333,0.0616667,0.132333,0.152,0.168667,0.159333,0.114667,0.083,0.0606667,0.05,0.0176667,0.0236667,0.134,0.185667,0.199667,0.175,0.132333,0.08,0.0436667,0.0193333,0.00666667,0.007,0.036,0.0746667,0.228333,0.132667,0.144667,0.253333,0.0736667,0.04,0.00966667,No,156,-8.150407088351812,-6.566131305948859
Table,0.794613954,0.882389532,-0.196460063,-0.615267998,-0.412470082,0.963667,0.0256667,0.00733333,0.00233333,0.000666667,0.0,0.0,0.0,0.0,0.000333333,0.00766667,0.03,0.0436667,0.0596667,0.0693333,0.08,0.12,0.168667,0.177,0.244,0.0283333,0.0753333,0.104667,0.148,0.155667,0.157333,0.134,0.109,0.0676667,0.02,0.0193333,0.0743333,0.143667,0.173333,0.170667,0.156,0.135,0.0866667,0.0343333,0.00666667,0.00433333,0.0386667,0.118333,0.221667,0.102333,0.0533333,0.192,0.187667,0.064,0.0176667,No,157,-9.531575727341862,-4.406035757705273
Table,1.181271283,2.175017995,-0.26394141,4.508649504,-0.733386798,0.947667,0.0393333,0.00633333,0.004,0.00233333,0.0,0.0,0.0,0.0,0.000333333,0.0463333,0.101333,0.127667,0.178333,0.147667,0.193667,0.087,0.0466667,0.0413333,0.03,0.0436667,0.0936667,0.142333,0.157,0.167667,0.147333,0.121,0.0836667,0.0353333,0.00833333,0.0213333,0.107333,0.150333,0.168667,0.156333,0.15,0.120333,0.08,0.039,0.00666667,0.0193333,0.0656667,0.139,0.196667,0.082,0.13,0.181667,0.125,0.0513333,0.00933333,No,158,-6.73144752981609,-5.030770266714566
Table,1.026549838,3.005642266,-0.29918531,3.207900844,-0.420263191,0.956,0.0323333,0.006,0.00233333,0.00133333,0.000333333,0.000333333,0.000666667,0.000333333,0.000333333,0.014,0.041,0.055,0.094,0.172333,0.163,0.197333,0.145667,0.0786667,0.039,0.0473333,0.0886667,0.166333,0.174667,0.182667,0.145,0.11,0.059,0.0216667,0.00466667,0.0293333,0.109667,0.162667,0.184667,0.191667,0.159667,0.0986667,0.0466667,0.0133333,0.00366667,0.01,0.0606667,0.131,0.225667,0.0816667,0.111333,0.228667,0.101667,0.043,0.00633333,No,159,-7.117500808210582,-5.703763679033892
Table,-0.149326124,4.066279979,-0.596275464,0.844912436,-0.278867836,0.977667,0.0136667,0.00633333,0.001,0.0,0.000333333,0.0,0.000666667,0.0,0.000333333,0.085,0.111333,0.0793333,0.178,0.153667,0.12,0.109333,0.0883333,0.041,0.034,0.0573333,0.124,0.135667,0.121333,0.118,0.142667,0.159667,0.0866667,0.039,0.0156667,0.0333333,0.11,0.151,0.184,0.178333,0.138,0.1,0.0686667,0.0336667,0.003,0.024,0.0963333,0.142667,0.156333,0.0733333,0.0803333,0.169667,0.151667,0.087,0.0186667,No,160,-7.006325075605191,-4.620140617382679
Teddy,0.446715979,-0.673984987,0.572310419,0.495133431,-0.475399343,0.971667,0.019,0.00633333,0.00133333,0.000333333,0.000666667,0.000333333,0.0,0.0,0.000333333,0.0926667,0.128333,0.125,0.118667,0.118333,0.152,0.126,0.084,0.038,0.017,0.028,0.082,0.138667,0.184,0.183333,0.146667,0.113333,0.0706667,0.0413333,0.012,0.0176667,0.0656667,0.141333,0.213667,0.235667,0.174667,0.100667,0.036,0.0116667,0.003,0.017,0.135667,0.187667,0.117667,0.0233333,0.039,0.160333,0.190333,0.114667,0.0143333,No,161,-4.631175167400371,1.9740943732056169
Teddy,-0.078173686,-0.695775061,0.165272583,-0.406524794,-0.495153248,0.995,0.004,0.000333333,0.000333333,0.0,0.0,0.0,0.0,0.0,0.000333333,0.11,0.166667,0.144333,0.128333,0.127,0.0896667,0.0803333,0.064,0.0593333,0.0303333,0.034,0.100667,0.177667,0.200333,0.187333,0.132333,0.0846667,0.0446667,0.0266667,0.0116667,0.0203333,0.0573333,0.123333,0.205333,0.217667,0.181,0.125333,0.0483333,0.0146667,0.00666667,0.0106667,0.0793333,0.206333,0.153,0.0413333,0.0243333,0.137333,0.206,0.118333,0.0233333,No,162,-3.529029489157803,2.175900244193589
Teddy,0.010696646,-0.681182659,0.208378146,-0.156518397,-0.421239267,0.924667,0.057,0.01,0.00366667,0.00166667,0.000333333,0.000666667,0.00133333,0.0,0.000666667,0.0566667,0.163667,0.161,0.113333,0.120667,0.0926667,0.07,0.0953333,0.09,0.0366667,0.0366667,0.108,0.181667,0.213,0.175333,0.117,0.0836667,0.0473333,0.0313333,0.006,0.0153333,0.0463333,0.123,0.191333,0.23,0.200333,0.126,0.0473333,0.0166667,0.00366667,0.0116667,0.100667,0.199333,0.151667,0.036,0.0276667,0.139667,0.202667,0.110667,0.02,No,163,-5.195768001434464,3.4662557491261246
Teddy,0.408448138,-0.682798806,0.570616617,0.587368801,-0.511431822,0.987667,0.0103333,0.000333333,0.000666667,0.000333333,0.0,0.000333333,0.0,0.0,0.000333333,0.091,0.141,0.132,0.112333,0.131,0.133,0.0896667,0.0896667,0.051,0.0293333,0.038,0.101,0.145667,0.210667,0.175667,0.141,0.0973333,0.0546667,0.0286667,0.00733333,0.0166667,0.094,0.178,0.232333,0.243667,0.139667,0.063,0.025,0.00533333,0.00233333,0.005,0.069,0.197333,0.171,0.0473333,0.0246667,0.145667,0.221667,0.103667,0.0146667,No,164,-3.178346735976315,1.342650597020968
Teddy,-0.048694575,-0.689144352,0.196024614,-0.272898483,-0.431561166,0.996,0.00233333,0.001,0.0,0.000333333,0.0,0.0,0.0,0.0,0.000333333,0.101667,0.188333,0.139,0.112,0.112333,0.073,0.0733333,0.0763333,0.0796667,0.0443333,0.0353333,0.116333,0.186333,0.222333,0.170667,0.114667,0.0766667,0.0476667,0.026,0.004,0.015,0.0663333,0.128667,0.206333,0.243667,0.191667,0.100333,0.035,0.0106667,0.00233333,0.0113333,0.119333,0.191333,0.145,0.0256667,0.0446667,0.175,0.206667,0.078,0.003,No,165,-3.204272392040194,1.9791019542360024
Teddy,0.07101238,-0.673621135,0.221328338,-0.079357506,-0.523130201,0.980667,0.013,0.00233333,0.00166667,0.001,0.001,0.0,0.0,0.0,0.000333333,0.057,0.180667,0.153667,0.107667,0.129,0.109,0.0793333,0.083,0.0773333,0.0233333,0.034,0.0923333,0.168333,0.187667,0.195667,0.142,0.0826667,0.049,0.0333333,0.015,0.014,0.0573333,0.122333,0.179333,0.235,0.182333,0.124667,0.0573333,0.021,0.00666667,0.017,0.112667,0.205667,0.139,0.024,0.0536667,0.177333,0.192667,0.069,0.009,No,166,-4.364580567500363,2.184055142590889
Teddy,0.205265797,-0.670808514,0.320133439,0.005851623,-0.609589364,0.985667,0.0116667,0.002,0.000333333,0.0,0.0,0.0,0.0,0.0,0.000333333,0.065,0.188,0.138333,0.121,0.139667,0.108333,0.071,0.0853333,0.063,0.0203333,0.0276667,0.0866667,0.145333,0.192667,0.201,0.159667,0.092,0.0536667,0.0323333,0.009,0.02,0.0803333,0.139667,0.185667,0.213333,0.181,0.105667,0.0556667,0.0143333,0.00433333,0.002,0.052,0.188667,0.2,0.0553333,0.03,0.175,0.216,0.0713333,0.00966667,No,167,-3.6233495877903206,1.2010850494213188
Teddy,0.024482431,-0.688621778,0.236750661,-0.035539318,-0.456037127,0.99,0.00766667,0.00133333,0.000666667,0.0,0.0,0.0,0.0,0.0,0.000333333,0.133667,0.151,0.120333,0.120333,0.142,0.0936667,0.0733333,0.067,0.057,0.0416667,0.0333333,0.110667,0.187333,0.219667,0.177,0.125667,0.0833333,0.0453333,0.014,0.00366667,0.0173333,0.063,0.151333,0.211333,0.206,0.182667,0.100333,0.0406667,0.02,0.00733333,0.014,0.106,0.187333,0.146333,0.0333333,0.024,0.144667,0.198333,0.126333,0.0196667,No,168,-3.5310643889796594,2.151665791772128
Teddy,0.186482957,-0.645629441,0.224103251,-0.044609556,-0.337761587,0.937667,0.0466667,0.00833333,0.00333333,0.002,0.00166667,0.0,0.0,0.0,0.000333333,0.0606667,0.135333,0.137,0.101667,0.103,0.115,0.109333,0.114667,0.0793333,0.044,0.03,0.100333,0.163,0.180667,0.189,0.138,0.0936667,0.0643333,0.0336667,0.00733333,0.0306667,0.0793333,0.151,0.245667,0.212333,0.149667,0.0793333,0.0396667,0.00966667,0.00266667,0.0166667,0.115,0.184667,0.148333,0.0366667,0.0196667,0.116,0.184667,0.143667,0.0346667,No,169,-5.159500797033541,2.889095952019168
Teddy,0.154242009,-0.648138739,0.197689918,-0.117171453,-0.406814074,0.998333,0.000666667,0.000666667,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.0623333,0.128333,0.148,0.114,0.134333,0.111,0.121333,0.107667,0.0496667,0.0233333,0.0306667,0.091,0.168,0.202333,0.187333,0.142,0.0993333,0.0503333,0.0243333,0.00466667,0.0133333,0.0716667,0.166,0.248667,0.223,0.149,0.078,0.036,0.0123333,0.002,0.0106667,0.102,0.202667,0.149,0.0326667,0.023,0.142667,0.196667,0.123667,0.017,No,170,-3.1571338753898206,1.4906688418623115
Teddy,-0.0526969,-0.645550079,0.084224793,-0.138505673,-0.615622536,0.987667,0.00933333,0.002,0.0,0.000333333,0.0,0.000333333,0.0,0.0,0.000333333,0.034,0.053,0.191333,0.164,0.151667,0.162667,0.0946667,0.085,0.0436667,0.02,0.036,0.102333,0.187667,0.236667,0.189667,0.124333,0.0736667,0.036,0.0113333,0.00233333,0.016,0.0553333,0.122333,0.174667,0.202667,0.184667,0.130667,0.0786667,0.0273333,0.00766667,0.00466667,0.0673333,0.185,0.184,0.0523333,0.0236667,0.147333,0.208333,0.110667,0.0166667,No,171,-4.204882928680256,1.1188922143393367
Teddy,-0.070309469,-0.699620052,0.205626386,-0.565445569,-0.509163996,0.940667,0.043,0.00933333,0.00333333,0.001,0.00133333,0.000666667,0.0,0.0,0.000666667,0.0846667,0.158333,0.143333,0.147333,0.126,0.0963333,0.084,0.0793333,0.0446667,0.036,0.0323333,0.105667,0.18,0.226,0.172333,0.129667,0.0796667,0.0483333,0.0196667,0.00633333,0.01,0.038,0.101667,0.166,0.21,0.217667,0.155667,0.0726667,0.022,0.00633333,0.027,0.149,0.180667,0.12,0.018,0.0443333,0.163333,0.194333,0.0943333,0.009,No,172,-5.261242907319948,3.751854116517462
Teddy,0.192264093,-0.667054318,0.380096871,0.22711431,-0.623765696,0.860667,0.0946667,0.0243333,0.00833333,0.00333333,0.003,0.00133333,0.001,0.00266667,0.000666667,0.0223333,0.0963333,0.215333,0.149667,0.115,0.154667,0.089,0.0996667,0.04,0.018,0.0356667,0.0916667,0.155,0.216667,0.194,0.121667,0.0816667,0.055,0.039,0.00966667,0.0193333,0.0683333,0.117,0.186,0.208333,0.195667,0.123333,0.052,0.026,0.004,0.00666667,0.0796667,0.184333,0.177,0.0543333,0.0153333,0.125333,0.199333,0.132667,0.0253333,No,173,-0.5496868130716065,-10.339298130670917
Teddy,-0.134674339,-0.657544406,-0.016933108,0.223792815,-0.504903834,0.999,0.000333333,0.000333333,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.0473333,0.200667,0.200333,0.107333,0.0813333,0.0673333,0.0953333,0.0926667,0.065,0.0426667,0.042,0.105,0.193667,0.219667,0.171333,0.123,0.0726667,0.041,0.0233333,0.00833333,0.0293333,0.120667,0.223,0.257333,0.219,0.0966667,0.0366667,0.0113333,0.005,0.001,0.0186667,0.0936667,0.202667,0.150333,0.029,0.0506667,0.193667,0.183667,0.0693333,0.00833333,No,174,-2.556699869021929,0.39704399262776585
Teddy,-0.073200037,-0.678558353,0.140114908,0.077136022,-0.459400616,0.953,0.0323333,0.00933333,0.00233333,0.00133333,0.000666667,0.0,0.000333333,0.0,0.000666667,0.0886667,0.197,0.135667,0.105,0.107667,0.103333,0.0833333,0.0876667,0.048,0.0436667,0.0536667,0.12,0.203667,0.214667,0.166667,0.115667,0.07,0.0393333,0.0126667,0.00366667,0.0173333,0.064,0.137667,0.205667,0.222333,0.186,0.109,0.0426667,0.0133333,0.002,0.024,0.124,0.208333,0.133,0.03,0.046,0.151333,0.180667,0.092,0.0106667,No,175,-4.714291635075084,3.3402936248657413
Teddy,0.592964667,-0.647397585,0.574558135,1.022867935,-0.6240591,0.984333,0.013,0.00233333,0.0,0.0,0.0,0.0,0.0,0.0,0.000333333,0.037,0.07,0.171333,0.131667,0.132333,0.154333,0.154667,0.102333,0.0343333,0.012,0.031,0.0876667,0.162667,0.199,0.201333,0.146333,0.086,0.057,0.0273333,0.00166667,0.0216667,0.069,0.119333,0.179333,0.207333,0.19,0.121,0.065,0.0186667,0.00866667,0.0133333,0.101,0.211333,0.159,0.0286667,0.056,0.181,0.185,0.059,0.00566667,No,176,-4.03370324061356,0.5649220371055619
